city,region,country,month,high_temp_F,low_temp_F,mean_temp_F,precipitation_in,humidity_percent,dew_point_F,wind_mph,pressure_Hg,visibility_mi
Suva,,Fiji,August,79.0,68.0,73.0,4.94,83.0,68.0,10.0,29.97,18.0
Suva,,Fiji,September,80.0,69.0,75.0,6.53,83.0,69.0,11.0,29.97,18.0
Suva,,Fiji,October,82.0,70.0,76.0,9.44,83.0,70.0,11.0,29.93,19.0
Suva,,Fiji,November,84.0,72.0,78.0,9.05,84.0,72.0,10.0,29.87,20.0
Suva,,Fiji,December,86.0,74.0,80.0,13.08,84.0,74.0,10.0,29.81,20.0
Cairo,,Egypt,January,66.0,50.0,58.0,0.16,61.0,43.0,14.0,30.09,5.0
Cairo,,Egypt,February,69.0,52.0,60.0,0.18,57.0,43.0,15.0,30.06,5.0
Cairo,,Egypt,March,75.0,56.0,65.0,0.34,54.0,45.0,17.0,30.0,5.0
Cairo,,Egypt,April,82.0,60.0,71.0,0.07,49.0,48.0,18.0,29.94,6.0
Cairo,,Egypt,May,90.0,67.0,78.0,0.07,47.0,54.0,17.0,29.89,6.0
Cairo,,Egypt,June,94.0,72.0,83.0,0.0,51.0,60.0,17.0,29.84,6.0
Cairo,,Egypt,July,95.0,75.0,85.0,0.0,58.0,66.0,15.0,29.77,6.0
Cairo,,Egypt,August,95.0,76.0,86.0,0.07,60.0,68.0,14.0,29.79,5.0
Cairo,,Egypt,September,92.0,73.0,83.0,0.0,59.0,64.0,15.0,29.89,6.0
Cairo,,Egypt,October,86.0,68.0,77.0,0.09,61.0,60.0,14.0,29.97,5.0
Cairo,,Egypt,November,77.0,60.0,69.0,0.28,62.0,54.0,12.0,30.03,5.0
Cairo,,Egypt,December,69.0,53.0,61.0,0.24,63.0,47.0,13.0,30.1,5.0
Lima,Lima,Peru,January,80.0,68.0,74.0,0.53,80.0,66.0,16.0,29.89,6.0
Lima,Lima,Peru,February,82.0,69.0,76.0,0.16,79.0,67.0,15.0,29.86,6.0
Lima,Lima,Peru,March,81.0,69.0,75.0,0.31,79.0,66.0,14.0,29.86,6.0
Lima,Lima,Peru,April,77.0,65.0,71.0,0.04,82.0,64.0,13.0,29.89,5.0
Lima,Lima,Peru,May,72.0,63.0,68.0,0.03,83.0,61.0,12.0,29.93,5.0
Lima,Lima,Peru,June,69.0,61.0,65.0,0.06,83.0,59.0,11.0,29.96,5.0
Lima,Lima,Peru,July,67.0,60.0,64.0,0.06,83.0,57.0,12.0,29.97,5.0
Lima,Lima,Peru,August,66.0,59.0,63.0,0.04,83.0,56.0,12.0,29.98,5.0
Lima,Lima,Peru,September,67.0,59.0,63.0,0.04,83.0,57.0,13.0,29.97,5.0
Lima,Lima,Peru,October,69.0,60.0,65.0,0.09,82.0,58.0,14.0,29.96,6.0
Lima,Lima,Peru,November,72.0,62.0,67.0,0.11,81.0,60.0,15.0,29.94,6.0
Lima,Lima,Peru,December,76.0,65.0,70.0,0.14,81.0,63.0,16.0,29.91,6.0
Sydney,New South Wales,Australia,January,81.0,68.0,75.0,3.19,71.0,63.0,24.0,29.93,8.0
Sydney,New South Wales,Australia,February,80.0,68.0,74.0,4.79,73.0,64.0,23.0,29.96,8.0
Sydney,New South Wales,Australia,March,78.0,65.0,72.0,4.21,72.0,61.0,22.0,30.04,8.0
Sydney,New South Wales,Australia,April,74.0,59.0,67.0,3.77,71.0,56.0,19.0,30.12,8.0
Sydney,New South Wales,Australia,May,69.0,54.0,61.0,3.53,69.0,50.0,19.0,30.13,9.0
Sydney,New South Wales,Australia,June,65.0,49.0,57.0,4.48,70.0,46.0,19.0,30.14,9.0
Sydney,New South Wales,Australia,July,64.0,47.0,56.0,2.72,65.0,43.0,19.0,30.12,9.0
Sydney,New South Wales,Australia,August,66.0,49.0,58.0,2.6,60.0,42.0,21.0,30.1,9.0
Sydney,New South Wales,Australia,September,71.0,53.0,62.0,2.32,61.0,47.0,22.0,30.04,9.0
Sydney,New South Wales,Australia,October,74.0,58.0,66.0,2.27,64.0,51.0,23.0,30.02,9.0
Sydney,New South Wales,Australia,November,76.0,62.0,69.0,2.94,68.0,56.0,24.0,29.97,8.0
Sydney,New South Wales,Australia,December,79.0,65.0,72.0,2.48,69.0,60.0,25.0,29.92,8.0
Calgary,Alberta,Canada,January,31.0,9.0,20.0,0.36,64.0,10.0,15.0,30.05,19.0
Calgary,Alberta,Canada,February,32.0,11.0,21.0,0.45,65.0,11.0,15.0,30.06,19.0
Calgary,Alberta,Canada,March,40.0,19.0,30.0,0.67,63.0,17.0,16.0,30.02,19.0
Calgary,Alberta,Canada,April,52.0,28.0,40.0,1.07,58.0,24.0,17.0,29.99,22.0
Calgary,Alberta,Canada,May,62.0,38.0,50.0,2.24,57.0,33.0,18.0,29.99,24.0
Calgary,Alberta,Canada,June,68.0,46.0,57.0,3.88,63.0,43.0,17.0,29.94,25.0
Calgary,Alberta,Canada,July,75.0,50.0,62.0,2.42,63.0,49.0,16.0,29.99,24.0
Calgary,Alberta,Canada,August,74.0,48.0,61.0,1.99,61.0,46.0,15.0,30.0,21.0
Calgary,Alberta,Canada,September,65.0,40.0,53.0,1.3,60.0,38.0,15.0,30.01,23.0
Calgary,Alberta,Canada,October,53.0,30.0,42.0,0.66,61.0,27.0,16.0,30.02,22.0
Calgary,Alberta,Canada,November,40.0,19.0,29.0,0.58,65.0,18.0,15.0,30.01,19.0
Calgary,Alberta,Canada,December,31.0,10.0,21.0,0.5,66.0,10.0,15.0,30.03,19.0
Lisbon,,Portugal,January,58.0,47.0,53.0,2.74,84.0,47.0,14.0,30.2,6.0
Lisbon,,Portugal,February,60.0,48.0,54.0,1.96,80.0,47.0,15.0,30.18,6.0
Lisbon,,Portugal,March,65.0,51.0,58.0,1.82,74.0,48.0,16.0,30.09,6.0
Lisbon,,Portugal,April,67.0,54.0,60.0,1.96,74.0,50.0,17.0,30.0,6.0
Lisbon,,Portugal,May,72.0,57.0,65.0,1.56,70.0,53.0,18.0,30.02,6.0
Lisbon,,Portugal,June,78.0,62.0,70.0,0.37,67.0,56.0,19.0,30.04,6.0
Lisbon,,Portugal,July,82.0,64.0,73.0,0.09,65.0,58.0,21.0,30.04,6.0
Lisbon,,Portugal,August,83.0,65.0,74.0,0.34,65.0,59.0,20.0,30.02,6.0
Lisbon,,Portugal,September,80.0,63.0,71.0,1.04,69.0,58.0,16.0,30.03,6.0
Lisbon,,Portugal,October,73.0,59.0,66.0,2.74,76.0,57.0,15.0,30.03,6.0
Lisbon,,Portugal,November,64.0,53.0,58.0,3.05,82.0,52.0,14.0,30.09,6.0
Lisbon,,Portugal,December,59.0,49.0,54.0,3.37,85.0,49.0,14.0,30.18,6.0
Taipei,,Taiwan,January,67.0,57.0,62.0,2.24,78.0,55.0,15.0,30.15,6.0
Taipei,,Taiwan,February,69.0,58.0,63.0,2.7,79.0,56.0,14.0,30.11,5.0
Taipei,,Taiwan,March,73.0,61.0,67.0,1.99,78.0,59.0,14.0,30.04,5.0
Taipei,,Taiwan,April,79.0,67.0,73.0,2.21,78.0,64.0,14.0,29.94,5.0
Taipei,,Taiwan,May,85.0,73.0,79.0,2.94,77.0,70.0,13.0,29.82,6.0
Taipei,,Taiwan,June,90.0,78.0,84.0,3.25,76.0,75.0,11.0,29.73,6.0
Taipei,,Taiwan,July,94.0,80.0,87.0,3.42,72.0,76.0,12.0,29.71,6.0
Taipei,,Taiwan,August,93.0,80.0,86.0,5.51,74.0,76.0,12.0,29.71,6.0
Taipei,,Taiwan,September,89.0,77.0,83.0,4.92,75.0,73.0,15.0,29.81,6.0
Taipei,,Taiwan,October,82.0,72.0,77.0,3.43,75.0,68.0,17.0,29.97,6.0
Taipei,,Taiwan,November,77.0,67.0,72.0,2.73,78.0,64.0,17.0,30.06,6.0
Taipei,,Taiwan,December,70.0,61.0,65.0,2.86,77.0,57.0,16.0,30.15,6.0
Canberra,Australian Capital Territory,Australia,January,85.0,57.0,71.0,2.23,59.0,52.0,15.0,29.91,11.0
Canberra,Australian Capital Territory,Australia,February,82.0,56.0,69.0,2.44,64.0,53.0,14.0,29.96,11.0
Canberra,Australian Capital Territory,Australia,March,77.0,52.0,64.0,1.82,66.0,50.0,12.0,30.04,11.0
Canberra,Australian Capital Territory,Australia,April,70.0,44.0,57.0,1.16,70.0,45.0,11.0,30.14,11.0
Canberra,Australian Capital Territory,Australia,May,62.0,37.0,49.0,1.16,75.0,40.0,11.0,30.17,10.0
Canberra,Australian Capital Territory,Australia,June,56.0,34.0,45.0,1.9,80.0,38.0,12.0,30.19,10.0
Canberra,Australian Capital Territory,Australia,July,54.0,32.0,43.0,1.48,79.0,36.0,13.0,30.16,10.0
Canberra,Australian Capital Territory,Australia,August,57.0,33.0,45.0,1.71,73.0,35.0,15.0,30.13,11.0
Canberra,Australian Capital Territory,Australia,September,63.0,38.0,51.0,2.16,68.0,39.0,16.0,30.06,11.0
Canberra,Australian Capital Territory,Australia,October,69.0,43.0,56.0,1.94,65.0,43.0,15.0,30.03,11.0
Canberra,Australian Capital Territory,Australia,November,75.0,49.0,62.0,2.73,63.0,47.0,15.0,29.96,11.0
Canberra,Australian Capital Territory,Australia,December,81.0,54.0,67.0,2.4,59.0,49.0,15.0,29.9,10.0
London,England,United Kingdom,January,47.0,35.0,41.0,2.42,84.0,37.0,17.0,29.96,6.0
London,England,United Kingdom,February,48.0,35.0,42.0,1.9,78.0,35.0,19.0,29.98,6.0
London,England,United Kingdom,March,53.0,38.0,45.0,1.55,73.0,37.0,18.0,30.01,6.0
London,England,United Kingdom,April,58.0,40.0,49.0,1.43,67.0,39.0,16.0,29.99,7.0
London,England,United Kingdom,May,64.0,46.0,55.0,1.6,68.0,45.0,16.0,29.99,7.0
London,England,United Kingdom,June,70.0,53.0,61.0,1.81,69.0,51.0,17.0,30.01,7.0
London,England,United Kingdom,July,75.0,57.0,66.0,1.62,67.0,54.0,15.0,30.0,7.0
London,England,United Kingdom,August,73.0,55.0,64.0,2.29,71.0,54.0,15.0,29.99,7.0
London,England,United Kingdom,September,68.0,50.0,59.0,1.75,75.0,51.0,14.0,30.04,7.0
London,England,United Kingdom,October,60.0,46.0,53.0,2.95,82.0,48.0,16.0,29.96,6.0
London,England,United Kingdom,November,52.0,39.0,46.0,2.5,85.0,42.0,15.0,29.92,6.0
London,England,United Kingdom,December,50.0,38.0,44.0,2.73,85.0,40.0,17.0,29.97,6.0
Tallinn,,Estonia,January,31.0,21.0,26.0,2.76,90.0,23.0,17.0,29.85,6.0
Tallinn,,Estonia,February,33.0,22.0,28.0,3.49,88.0,25.0,17.0,29.91,6.0
Tallinn,,Estonia,March,40.0,25.0,32.0,3.23,78.0,26.0,18.0,29.9,7.0
Tallinn,,Estonia,April,50.0,32.0,41.0,1.66,70.0,31.0,18.0,29.9,9.0
Tallinn,,Estonia,May,63.0,40.0,52.0,1.52,66.0,40.0,16.0,29.96,8.0
Tallinn,,Estonia,June,70.0,49.0,59.0,2.73,70.0,50.0,17.0,29.91,7.0
Tallinn,,Estonia,July,73.0,55.0,64.0,2.35,73.0,55.0,16.0,29.88,7.0
Tallinn,,Estonia,August,71.0,53.0,62.0,4.11,77.0,55.0,15.0,29.94,7.0
Tallinn,,Estonia,September,63.0,47.0,55.0,2.36,82.0,49.0,16.0,29.96,6.0
Tallinn,,Estonia,October,51.0,38.0,44.0,3.2,85.0,40.0,17.0,29.96,6.0
Tallinn,,Estonia,November,42.0,33.0,38.0,2.64,90.0,35.0,18.0,29.9,6.0
Tallinn,,Estonia,December,36.0,27.0,31.0,2.25,89.0,29.0,19.0,29.83,6.0
Cape Town,,South Africa,January,82.0,62.0,72.0,0.47,67.0,58.0,27.0,29.92,10.0
Cape Town,,South Africa,February,83.0,62.0,72.0,0.48,68.0,59.0,25.0,29.92,10.0
Cape Town,,South Africa,March,80.0,59.0,70.0,0.75,71.0,57.0,22.0,29.96,10.0
Cape Town,,South Africa,April,76.0,54.0,65.0,1.83,74.0,54.0,18.0,30.02,9.0
Cape Town,,South Africa,May,70.0,50.0,60.0,2.15,80.0,52.0,16.0,30.06,8.0
Cape Town,,South Africa,June,66.0,46.0,56.0,3.19,79.0,48.0,16.0,30.13,8.0
Cape Town,,South Africa,July,65.0,45.0,55.0,3.1,78.0,47.0,16.0,30.17,9.0
Cape Town,,South Africa,August,66.0,46.0,56.0,2.74,78.0,47.0,17.0,30.13,9.0
Cape Town,,South Africa,September,68.0,49.0,59.0,1.65,75.0,49.0,19.0,30.09,9.0
Cape Town,,South Africa,October,74.0,53.0,63.0,1.21,70.0,51.0,22.0,30.04,10.0
Cape Town,,South Africa,November,76.0,56.0,66.0,1.19,67.0,53.0,24.0,29.99,10.0
Cape Town,,South Africa,December,80.0,60.0,70.0,0.77,67.0,56.0,26.0,29.94,10.0
Los Angeles,California,USA,January,69.0,49.0,59.0,3.37,59.0,42.0,3.0,30.08,10.0
Los Angeles,California,USA,February,68.0,50.0,59.0,3.57,62.0,44.0,4.0,30.05,10.0
Los Angeles,California,USA,March,70.0,53.0,62.0,2.09,64.0,47.0,4.0,30.02,9.0
Los Angeles,California,USA,April,73.0,55.0,64.0,0.69,64.0,49.0,5.0,29.98,10.0
Los Angeles,California,USA,May,74.0,59.0,66.0,0.35,68.0,54.0,5.0,29.94,9.0
Los Angeles,California,USA,June,78.0,62.0,70.0,0.09,69.0,57.0,5.0,29.9,9.0
Los Angeles,California,USA,July,83.0,65.0,74.0,0.04,68.0,61.0,4.0,29.92,9.0
Los Angeles,California,USA,August,85.0,66.0,75.0,0.07,67.0,61.0,4.0,29.9,9.0
Los Angeles,California,USA,September,83.0,64.0,74.0,0.14,66.0,60.0,4.0,29.88,9.0
Los Angeles,California,USA,October,79.0,60.0,70.0,0.62,63.0,54.0,3.0,29.94,9.0
Los Angeles,California,USA,November,73.0,54.0,63.0,0.85,57.0,46.0,3.0,30.03,9.0
Los Angeles,California,USA,December,68.0,49.0,58.0,2.52,57.0,41.0,3.0,30.08,10.0
Tashkent,,Uzbekistan,January,45.0,30.0,38.0,2.26,74.0,28.0,8.0,30.25,5.0
Tashkent,,Uzbekistan,February,50.0,33.0,41.0,3.03,69.0,29.0,9.0,30.19,6.0
Tashkent,,Uzbekistan,March,61.0,42.0,51.0,2.84,62.0,36.0,10.0,30.08,6.0
Tashkent,,Uzbekistan,April,72.0,50.0,61.0,2.58,57.0,44.0,10.0,29.99,7.0
Tashkent,,Uzbekistan,May,83.0,58.0,71.0,1.51,49.0,49.0,10.0,29.88,9.0
Tashkent,,Uzbekistan,June,93.0,65.0,79.0,0.6,36.0,49.0,11.0,29.71,9.0
Tashkent,,Uzbekistan,July,97.0,68.0,83.0,0.13,33.0,50.0,10.0,29.64,8.0
Tashkent,,Uzbekistan,August,95.0,65.0,80.0,0.12,35.0,49.0,10.0,29.71,7.0
Tashkent,,Uzbekistan,September,85.0,56.0,71.0,0.25,39.0,43.0,9.0,29.91,6.0
Tashkent,,Uzbekistan,October,72.0,47.0,59.0,1.0,53.0,39.0,8.0,30.13,6.0
Tashkent,,Uzbekistan,November,58.0,39.0,48.0,2.13,67.0,35.0,7.0,30.23,5.0
Tashkent,,Uzbekistan,December,48.0,32.0,40.0,2.39,75.0,30.0,7.0,30.29,5.0
Caracas,,Venezuela,January,84.0,69.0,76.0,1.0,74.0,66.0,6.0,29.92,7.0
Caracas,,Venezuela,February,84.0,69.0,76.0,0.52,73.0,66.0,7.0,29.93,7.0
Caracas,,Venezuela,March,85.0,70.0,78.0,0.63,72.0,67.0,7.0,29.91,7.0
Caracas,,Venezuela,April,86.0,72.0,79.0,1.84,73.0,68.0,7.0,29.89,7.0
Caracas,,Venezuela,May,87.0,73.0,80.0,2.94,74.0,70.0,7.0,29.89,7.0
Caracas,,Venezuela,June,86.0,73.0,79.0,4.42,75.0,69.0,7.0,29.92,7.0
Caracas,,Venezuela,July,85.0,72.0,79.0,4.69,75.0,69.0,7.0,29.93,7.0
Caracas,,Venezuela,August,86.0,72.0,79.0,5.29,75.0,69.0,7.0,29.91,7.0
Caracas,,Venezuela,September,87.0,73.0,80.0,4.58,75.0,70.0,6.0,29.88,7.0
Caracas,,Venezuela,October,87.0,73.0,80.0,4.98,74.0,69.0,6.0,29.85,7.0
Caracas,,Venezuela,November,85.0,72.0,79.0,3.9,77.0,70.0,6.0,29.85,7.0
Caracas,,Venezuela,December,85.0,71.0,78.0,2.24,75.0,68.0,6.0,29.89,7.0
Madrid,Madrid,Spain,January,51.0,36.0,44.0,1.28,71.0,34.0,10.0,30.2,6.0
Madrid,Madrid,Spain,February,55.0,37.0,46.0,1.34,62.0,34.0,11.0,30.17,7.0
Madrid,Madrid,Spain,March,62.0,42.0,52.0,1.32,54.0,35.0,13.0,30.08,8.0
Madrid,Madrid,Spain,April,66.0,46.0,56.0,1.7,53.0,39.0,13.0,29.96,8.0
Madrid,Madrid,Spain,May,75.0,52.0,63.0,1.72,48.0,43.0,12.0,29.97,8.0
Madrid,Madrid,Spain,June,86.0,61.0,73.0,0.73,39.0,47.0,12.0,29.96,8.0
Madrid,Madrid,Spain,July,93.0,66.0,79.0,0.34,34.0,48.0,12.0,29.94,9.0
Madrid,Madrid,Spain,August,91.0,66.0,78.0,0.39,36.0,49.0,11.0,29.94,9.0
Madrid,Madrid,Spain,September,82.0,59.0,70.0,1.01,45.0,47.0,10.0,30.0,8.0
Madrid,Madrid,Spain,October,70.0,51.0,60.0,2.44,59.0,45.0,9.0,30.04,7.0
Madrid,Madrid,Spain,November,58.0,42.0,50.0,2.08,69.0,40.0,10.0,30.09,7.0
Madrid,Madrid,Spain,December,52.0,37.0,45.0,1.7,73.0,36.0,9.0,30.19,6.0
Tegucigalpa,,Honduras,January,81.0,57.0,69.0,0.42,73.0,58.0,15.0,29.97,7.0
Tegucigalpa,,Honduras,February,84.0,58.0,71.0,0.2,67.0,57.0,14.0,29.95,7.0
Tegucigalpa,,Honduras,March,87.0,59.0,73.0,0.62,62.0,57.0,14.0,29.92,7.0
Tegucigalpa,,Honduras,April,89.0,63.0,76.0,1.81,62.0,60.0,12.0,29.88,6.0
Tegucigalpa,,Honduras,May,87.0,65.0,76.0,4.8,71.0,64.0,10.0,29.87,6.0
Tegucigalpa,,Honduras,June,85.0,65.0,75.0,6.18,78.0,65.0,9.0,29.89,6.0
Tegucigalpa,,Honduras,July,84.0,64.0,74.0,3.05,75.0,64.0,12.0,29.93,6.0
Tegucigalpa,,Honduras,August,85.0,64.0,75.0,4.41,75.0,64.0,10.0,29.91,6.0
Tegucigalpa,,Honduras,September,85.0,64.0,74.0,5.1,79.0,65.0,8.0,29.88,6.0
Tegucigalpa,,Honduras,October,83.0,63.0,73.0,6.24,82.0,65.0,10.0,29.88,6.0
Tegucigalpa,,Honduras,November,80.0,61.0,70.0,2.85,80.0,62.0,15.0,29.93,6.0
Tegucigalpa,,Honduras,December,80.0,59.0,69.0,0.84,76.0,60.0,15.0,29.96,7.0
Casablanca,,Morocco,January,64.0,48.0,56.0,2.69,82.0,50.0,9.0,30.2,5.0
Casablanca,,Morocco,February,65.0,50.0,57.0,1.75,80.0,51.0,10.0,30.15,5.0
Casablanca,,Morocco,March,67.0,53.0,60.0,1.53,79.0,53.0,12.0,30.06,5.0
Casablanca,,Morocco,April,69.0,56.0,63.0,1.37,77.0,55.0,13.0,29.99,5.0
Casablanca,,Morocco,May,72.0,61.0,67.0,0.66,76.0,59.0,13.0,29.99,5.0
Casablanca,,Morocco,June,76.0,66.0,71.0,0.11,77.0,63.0,13.0,30.01,5.0
Casablanca,,Morocco,July,78.0,69.0,74.0,0.14,79.0,66.0,13.0,29.99,5.0
Casablanca,,Morocco,August,80.0,70.0,75.0,0.02,80.0,68.0,12.0,29.98,5.0
Casablanca,,Morocco,September,78.0,67.0,73.0,0.41,80.0,66.0,11.0,30.0,5.0
Casablanca,,Morocco,October,76.0,62.0,69.0,1.51,80.0,62.0,10.0,30.02,5.0
Casablanca,,Morocco,November,70.0,55.0,62.0,2.95,79.0,55.0,10.0,30.07,5.0
Casablanca,,Morocco,December,66.0,51.0,58.0,2.4,81.0,52.0,9.0,30.17,5.0
Managua,,Nicaragua,January,90.0,70.0,80.0,0.45,67.0,67.0,14.0,29.89,7.0
Managua,,Nicaragua,February,91.0,71.0,81.0,0.36,64.0,67.0,16.0,29.88,7.0
Managua,,Nicaragua,March,93.0,72.0,83.0,0.33,60.0,67.0,16.0,29.86,7.0
Managua,,Nicaragua,April,95.0,75.0,85.0,1.13,60.0,69.0,15.0,29.84,6.0
Managua,,Nicaragua,May,92.0,76.0,84.0,4.91,71.0,72.0,11.0,29.83,6.0
Managua,,Nicaragua,June,89.0,75.0,82.0,6.52,79.0,73.0,9.0,29.84,6.0
Managua,,Nicaragua,July,89.0,74.0,82.0,5.92,78.0,73.0,11.0,29.86,6.0
Managua,,Nicaragua,August,90.0,74.0,82.0,6.15,78.0,73.0,10.0,29.85,6.0
Managua,,Nicaragua,September,89.0,74.0,82.0,7.12,81.0,74.0,8.0,29.84,6.0
Managua,,Nicaragua,October,88.0,74.0,81.0,6.96,82.0,73.0,7.0,29.83,6.0
Managua,,Nicaragua,November,89.0,72.0,81.0,2.48,76.0,71.0,9.0,29.84,7.0
Managua,,Nicaragua,December,89.0,71.0,80.0,0.61,71.0,69.0,12.0,29.87,7.0
Tehran,,Iran,January,48.0,34.0,41.0,1.28,57.0,25.0,9.0,30.12,5.0
Tehran,,Iran,February,53.0,38.0,45.0,1.36,50.0,26.0,11.0,30.04,5.0
Tehran,,Iran,March,62.0,45.0,53.0,1.45,41.0,28.0,14.0,29.93,6.0
Tehran,,Iran,April,73.0,55.0,64.0,1.36,37.0,35.0,14.0,29.85,6.0
Tehran,,Iran,May,83.0,64.0,74.0,0.51,30.0,38.0,15.0,29.77,6.0
Tehran,,Iran,June,94.0,73.0,84.0,0.32,23.0,40.0,14.0,29.59,6.0
Tehran,,Iran,July,99.0,78.0,88.0,0.26,24.0,45.0,13.0,29.51,6.0
Tehran,,Iran,August,97.0,77.0,87.0,0.19,25.0,45.0,11.0,29.6,6.0
Tehran,,Iran,September,89.0,70.0,80.0,0.16,27.0,40.0,10.0,29.74,6.0
Tehran,,Iran,October,77.0,59.0,68.0,0.5,35.0,37.0,10.0,29.96,6.0
Tehran,,Iran,November,61.0,46.0,53.0,1.24,50.0,33.0,8.0,30.09,5.0
Tehran,,Iran,December,51.0,38.0,44.0,1.23,58.0,29.0,7.0,30.16,4.0
Chicago,Illinois,USA,January,33.0,20.0,26.0,1.75,74.0,19.0,18.0,30.12,8.0
Chicago,Illinois,USA,February,36.0,22.0,29.0,1.76,70.0,20.0,18.0,30.12,9.0
Chicago,Illinois,USA,March,47.0,31.0,39.0,2.14,65.0,28.0,18.0,30.1,9.0
Chicago,Illinois,USA,April,59.0,41.0,50.0,3.49,60.0,36.0,18.0,29.99,9.0
Chicago,Illinois,USA,May,71.0,51.0,61.0,4.0,62.0,47.0,16.0,29.98,10.0
Chicago,Illinois,USA,June,81.0,62.0,72.0,4.09,63.0,58.0,14.0,29.93,9.0
Chicago,Illinois,USA,July,85.0,68.0,76.0,3.47,63.0,62.0,13.0,29.96,10.0
Chicago,Illinois,USA,August,83.0,67.0,75.0,3.94,66.0,62.0,12.0,29.99,9.0
Chicago,Illinois,USA,September,76.0,59.0,68.0,2.73,63.0,54.0,14.0,30.02,10.0
Chicago,Illinois,USA,October,63.0,47.0,55.0,3.5,64.0,43.0,16.0,30.04,10.0
Chicago,Illinois,USA,November,49.0,35.0,42.0,2.25,67.0,32.0,17.0,30.1,9.0
Chicago,Illinois,USA,December,38.0,25.0,32.0,1.98,73.0,24.0,17.0,30.1,8.0
Manila,,Philippines,January,87.0,71.0,79.0,2.31,74.0,69.0,5.0,29.9,5.0
Manila,,Philippines,February,88.0,71.0,79.0,1.58,71.0,69.0,6.0,29.91,5.0
Manila,,Philippines,March,91.0,73.0,82.0,1.7,67.0,70.0,6.0,29.89,5.0
Manila,,Philippines,April,94.0,75.0,85.0,1.43,65.0,72.0,6.0,29.84,5.0
Manila,,Philippines,May,94.0,77.0,86.0,6.16,71.0,75.0,5.0,29.81,5.0
Manila,,Philippines,June,92.0,77.0,84.0,11.73,78.0,76.0,6.0,29.78,5.0
Manila,,Philippines,July,89.0,76.0,83.0,19.63,82.0,76.0,6.0,29.76,5.0
Manila,,Philippines,August,88.0,77.0,82.0,23.42,83.0,76.0,6.0,29.76,5.0
Manila,,Philippines,September,89.0,76.0,83.0,17.62,82.0,76.0,6.0,29.77,5.0
Manila,,Philippines,October,89.0,75.0,82.0,11.0,79.0,74.0,5.0,29.8,5.0
Manila,,Philippines,November,89.0,74.0,82.0,3.67,77.0,73.0,5.0,29.84,5.0
Manila,,Philippines,December,88.0,73.0,81.0,4.77,77.0,72.0,6.0,29.86,5.0
Tokyo,,Japan,January,50.0,37.0,44.0,2.64,44.0,24.0,15.0,29.99,6.0
Tokyo,,Japan,February,51.0,38.0,45.0,2.66,46.0,25.0,16.0,30.0,6.0
Tokyo,,Japan,March,57.0,43.0,50.0,4.58,54.0,34.0,18.0,29.97,6.0
Tokyo,,Japan,April,66.0,52.0,59.0,5.5,61.0,46.0,19.0,29.93,6.0
Tokyo,,Japan,May,74.0,61.0,68.0,5.67,68.0,57.0,19.0,29.87,6.0
Tokyo,,Japan,June,79.0,68.0,73.0,6.87,74.0,64.0,17.0,29.79,6.0
Tokyo,,Japan,July,86.0,75.0,80.0,6.25,76.0,72.0,19.0,29.78,6.0
Tokyo,,Japan,August,89.0,77.0,83.0,6.12,72.0,73.0,19.0,29.82,6.0
Tokyo,,Japan,September,82.0,71.0,76.0,8.29,71.0,66.0,17.0,29.91,6.0
Tokyo,,Japan,October,72.0,61.0,67.0,8.46,65.0,55.0,15.0,30.02,6.0
Tokyo,,Japan,November,63.0,51.0,57.0,3.48,57.0,42.0,14.0,30.05,6.0
Tokyo,,Japan,December,54.0,42.0,48.0,2.09,48.0,30.0,14.0,30.02,6.0
Copenhagen,,Denmark,January,38.0,31.0,34.0,1.67,88.0,31.0,25.0,29.94,6.0
Copenhagen,,Denmark,February,39.0,30.0,35.0,1.23,86.0,31.0,25.0,29.94,6.0
Copenhagen,,Denmark,March,44.0,32.0,38.0,1.23,81.0,32.0,23.0,29.96,7.0
Copenhagen,,Denmark,April,53.0,38.0,45.0,1.11,75.0,37.0,20.0,29.96,8.0
Copenhagen,,Denmark,May,61.0,46.0,53.0,1.63,73.0,44.0,19.0,29.98,9.0
Copenhagen,,Denmark,June,68.0,52.0,60.0,1.89,73.0,51.0,19.0,29.96,9.0
Copenhagen,,Denmark,July,72.0,57.0,64.0,2.17,74.0,55.0,18.0,29.93,9.0
Copenhagen,,Denmark,August,71.0,57.0,64.0,2.41,77.0,56.0,19.0,29.94,9.0
Copenhagen,,Denmark,September,64.0,52.0,58.0,2.11,81.0,51.0,21.0,29.98,9.0
Copenhagen,,Denmark,October,55.0,45.0,50.0,2.28,85.0,45.0,23.0,29.95,8.0
Copenhagen,,Denmark,November,46.0,39.0,42.0,1.97,88.0,39.0,23.0,29.91,7.0
Copenhagen,,Denmark,December,41.0,33.0,37.0,1.91,89.0,34.0,24.0,29.91,7.0
Melbourne,Victoria,Australia,January,83.0,56.0,69.0,1.97,60.0,54.0,13.0,29.9,7.0
Melbourne,Victoria,Australia,February,82.0,55.0,68.0,1.48,62.0,54.0,12.0,29.95,7.0
Melbourne,Victoria,Australia,March,78.0,52.0,65.0,1.58,64.0,52.0,11.0,30.03,8.0
Melbourne,Victoria,Australia,April,70.0,47.0,58.0,2.41,71.0,49.0,10.0,30.11,7.0
Melbourne,Victoria,Australia,May,63.0,43.0,53.0,1.87,76.0,46.0,11.0,30.14,8.0
